# Object: Mars
# Columns: time(s), |V(t)|(m/s), |A(t)|(m/s^2), O(t)
time,V,A,O
6.81631,0.28022,27.77178,0.24973
6.83150,0.48859,30.17979,0.31222
6.84820,0.46541,18.04769,-0.09724
6.86404,0.10890,16.84633,0.15775
6.88585,0.16362,2.61519,-0.01252
6.91256,0.24818,9.10701,-0.09282
6.93047,0.21981,11.12132,-0.03231
6.94688,0.19595,8.47944,0.06367
6.96196,0.09166,12.56488,-0.11729
6.97703,0.17127,12.40784,0.12714
6.99172,0.09687,5.50937,-0.00465
7.00936,0.07316,5.83104,0.04219
7.02312,0.09058,5.90110,-0.04832
7.03762,0.11820,3.47051,0.03740
7.06034,0.05316,5.85894,0.05149
7.07947,0.04792,2.69246,-0.01403
7.09706,0.10385,3.40369,-0.03531
7.11550,0.02818,6.26556,0.00240
7.13221,0.03392,2.71746,0.02365
7.14854,0.05330,2.83697,-0.02891
7.16374,0.09250,3.70078,0.04139
7.17921,0.02846,5.57060,-0.05592
7.19471,0.08625,4.69922,-0.04423
7.21269,0.03377,4.85738,0.04400
7.22748,0.05689,1.47384,-0.00666
7.24508,0.02679,1.91102,-0.00543
7.26104,0.12902,8.36111,-0.03637
7.27459,0.03540,7.18729,0.04114
7.28924,0.03858,2.33168,0.00617
7.30532,0.04331,2.04546,-0.02113
7.32163,0.06342,2.77636,0.01692
7.33860,0.04322,4.25504,0.02031
7.35504,0.05479,3.37115,-0.00360
7.36930,0.07496,4.59228,0.00740
7.38411,0.01206,4.86811,-0.01193
7.39918,0.04591,2.64101,0.02305
7.41507,0.04440,1.36778,-0.01346
7.43019,0.07935,2.39254,0.02675
7.44583,0.05865,2.89784,-0.02107
7.46184,0.07566,3.29188,0.03298
7.47595,0.07821,5.08527,-0.03947
7.49120,0.16227,6.56940,-0.05041
7.50799,0.15622,5.85691,0.02873
7.52200,0.23984,5.86538,-0.06267
7.53746,0.34028,8.05723,-0.02227
7.55461,0.64004,13.36201,0.14261
7.57833,0.51638,16.40139,0.08829
7.59538,0.68173,18.36197,-0.13276
7.61143,2.31718,99.37039,0.79355
7.63102,2.56757,88.85865,-0.37245
7.64810,1.86093,56.74738,-0.33512
7.66443,0.89058,67.36072,0.71327
7.67930,1.30388,29.94295,0.29193
7.69624,0.51562,46.00021,0.51280
7.71347,0.59670,57.76213,-0.38573
7.72842,1.97976,179.24590,-1.36547
7.74220,0.64475,93.02859,1.03522
7.75655,0.41271,62.57081,-0.11276
7.77263,0.94422,96.76296,-0.48084
7.78640,0.47013,98.37980,0.75427
7.80053,0.32937,48.08246,-0.44391
7.81665,0.24397,8.85214,-0.09902
7.83459,0.37733,16.23061,0.06795
7.85036,0.28869,31.11102,0.18471
7.86587,0.49260,47.84532,-0.47410
7.88028,0.30873,44.12352,0.19339
7.89682,0.76931,58.14128,0.64698
7.91256,0.36901,51.76665,0.11696
7.92929,0.37343,40.73869,-0.43217
7.94570,0.65686,60.98762,-0.06518
7.96094,0.15985,36.60160,-0.00513
7.97524,0.33242,14.41139,-0.15402
7.99114,0.12324,11.94956,-0.05973
8.00934,0.16105,2.92477,-0.00980
8.03226,0.29430,6.58053,0.03613
8.05545,0.36659,3.90827,0.02553
8.08960,0.47353,20.93165,0.20260
8.11759,0.70043,10.63527,-0.08639
8.14154,0.49738,35.24600,0.38604
8.16286,0.49323,22.76428,0.24610
8.19008,0.40276,31.80224,0.30788
8.20971,0.55495,26.11104,0.28135
8.22659,0.13047,31.00973,0.07509
8.24434,0.16445,3.88941,-0.01151
8.26286,0.88206,56.15260,-0.63001
8.27842,0.52819,40.62880,-0.08118
8.29451,0.42964,16.19777,0.05930
8.30852,0.17265,20.27825,-0.21643
8.32436,0.17144,7.86099,0.04428
8.34087,0.32673,10.12555,0.11250
8.35821,0.17101,12.87433,-0.12855
8.37315,0.11163,6.75316,0.03025
8.38883,0.09192,1.41872,0.00380
8.40453,0.15940,5.74490,-0.01183
8.41890,0.15159,3.82135,0.01416
8.43363,0.13709,2.82253,-0.03094
8.44973,0.05707,9.04876,0.01185
8.46715,0.09970,9.03527,-0.00300
8.48194,0.08107,2.00560,0.00842
8.49610,0.05635,9.10179,-0.03617
8.51093,0.10013,9.20052,-0.04531
8.52685,0.05792,3.70075,0.02579
8.54481,0.07799,7.34869,0.03364
8.56123,0.11393,7.47927,-0.02820
8.58546,0.06210,9.51078,0.10463
8.60247,0.12301,10.68560,-0.03608
8.61870,0.11231,16.15005,0.07014
8.63317,0.10098,14.24554,-0.03651
8.64807,0.06742,4.37945,0.02783
